bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number	analyte_type_id	bcr_analyte_uuid
TCGA-A8-A0A2-10A	TCGA-A8-A0A2-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	48A81FFB-A19E-42D4-8912-FF3C7390A8FE
TCGA-A8-A0A2-10A	TCGA-A8-A0A2-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	555FAC8A-E298-4E99-96C1-EF695BF271EF
TCGA-A8-A0A4-01A	TCGA-A8-A0A4-01A-11D	1.89	11.56	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	785debbc-75bd-4b04-a638-300a518edcb8
TCGA-A8-A0A4-01A	TCGA-A8-A0A4-01A-11R	1.90	5.98	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	7f9da7eb-b6cb-4427-ae66-1073a9c5d513
TCGA-A8-A0A4-01A	TCGA-A8-A0A4-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D0B1F3FC-7692-4218-8152-9C08E00182FA
TCGA-A8-A0A4-01A	TCGA-A8-A0A4-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	C1565E1E-0066-4B2E-95D6-62F8ABA9BEA4
TCGA-A8-A0A4-10A	TCGA-A8-A0A4-10A-01D	1.93	22.44	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	4ca1b367-7dc0-4931-aeb0-985fd66a1f7e
TCGA-A8-A0A4-10A	TCGA-A8-A0A4-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	64DEAC8C-8CDC-418A-8690-C8560916C929
TCGA-A8-A0A4-10A	TCGA-A8-A0A4-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	E82AE0F0-E442-450F-81F4-752A37CD8758
TCGA-A8-A0A6-01A	TCGA-A8-A0A6-01A-12D	1.71	37.17	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	45356660-be45-4605-9b7f-bce62156ed43
TCGA-A8-A0A6-01A	TCGA-A8-A0A6-01A-12R	1.67	23.06	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	457e5619-d604-41c8-b0ef-595c30ff6279
TCGA-A8-A0A6-01A	TCGA-A8-A0A6-01A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	091FDD2F-55E7-4FEC-A208-7D5C49087F15
TCGA-A8-A0A6-01A	TCGA-A8-A0A6-01A-12X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	A3F61CAB-12D6-4B15-A147-891CAD24F00B
TCGA-A8-A0A6-10A	TCGA-A8-A0A6-10A-01D	2.03	14.01	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	5b80bfe1-e788-4280-9970-4b7cf7a5e163
TCGA-A8-A0A6-10A	TCGA-A8-A0A6-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	59192486-82DF-4BE4-BABC-CE587270500F
TCGA-A8-A0A6-10A	TCGA-A8-A0A6-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	18D18AD0-91F4-46C4-9FC9-B8333F59F483
TCGA-A8-A0A7-01A	TCGA-A8-A0A7-01A-11D	1.90	31.82	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	fa09ed99-bbe3-41f0-91c3-7647b65c87c5
TCGA-A8-A0A7-01A	TCGA-A8-A0A7-01A-11R	1.64	13.64	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	65055f5e-b36f-4f87-b20e-1cefd64be5d6
TCGA-A8-A0A7-01A	TCGA-A8-A0A7-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	11939B8D-5177-4FBD-B84F-A0D94D2CCE0B
TCGA-A8-A0A7-01A	TCGA-A8-A0A7-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	B07550B3-9F4C-4FEC-B41A-0A347114882F
TCGA-A8-A0A7-10A	TCGA-A8-A0A7-10A-01D	1.85	37.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	bdeedea6-0584-495e-b6a6-706cc63ca9ed
TCGA-A8-A0A7-10A	TCGA-A8-A0A7-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	290B4F36-887C-4E23-83A6-3FA1F37FE3B4
TCGA-A8-A0A7-10A	TCGA-A8-A0A7-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	B2373FB5-D317-4B39-83FE-279FF0D53FC9
TCGA-A8-A0A9-01A	TCGA-A8-A0A9-01A-11D	1.88	82.77	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f2f8ca2d-2af9-49e5-918f-4665f4eaf1ef
TCGA-A8-A0A9-01A	TCGA-A8-A0A9-01A-11R	1.79	39.73	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	4e63246e-6541-42e2-868e-a13b1339cada
TCGA-A8-A0A9-01A	TCGA-A8-A0A9-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	8CD868F4-73E0-4523-8F0F-071FE10BEC24
TCGA-A8-A0A9-01A	TCGA-A8-A0A9-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	CEBEE670-E8CE-4C3E-80AD-1C642932988A
TCGA-A8-A0A9-10A	TCGA-A8-A0A9-10A-01D	1.88	31.26	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	df149d7c-ef82-4639-8f95-61a1733b5d69
TCGA-A8-A0A9-10A	TCGA-A8-A0A9-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	C3868FFE-57F5-476B-A799-8337B15AB9D1
TCGA-A8-A0A9-10A	TCGA-A8-A0A9-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	E1DC2C4C-D3E1-4D9E-AB1F-7706C00116E4
TCGA-A8-A0AB-01A	TCGA-A8-A0AB-01A-11D	1.98	39.43	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	65390d67-6411-492a-99e1-9f3252ee4b98
TCGA-A8-A0AB-01A	TCGA-A8-A0AB-01A-11R	1.90	27.34	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	eea02527-b8d8-450a-ad87-cd65a2e98dbf
TCGA-A8-A0AB-01A	TCGA-A8-A0AB-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	310001BC-2F93-4D6B-A259-7171027DB8C8
TCGA-A8-A0AB-01A	TCGA-A8-A0AB-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	04D9BDDC-4A25-4AF4-91B2-D9676CC0ACEE
TCGA-A8-A0AB-10A	TCGA-A8-A0AB-10A-01D	2.18	23.09	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	af33576a-a9dc-4ead-b6d5-7b529b4a7724
TCGA-A8-A0AB-10A	TCGA-A8-A0AB-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D8F8DA60-F017-44E9-8F17-8B4ED3A8FD30
TCGA-A8-A0AB-10A	TCGA-A8-A0AB-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	18527094-B277-4604-B0B8-C672D7DA8FBA
TCGA-A8-A0AD-01A	TCGA-A8-A0AD-01A-11D	1.91	69.87	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	2999a711-5043-419b-aa62-432bbd9aa305
TCGA-A8-A0AD-01A	TCGA-A8-A0AD-01A-11R	1.77	52.79	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	b8c708f8-7177-4186-a284-f1ec0d8dd126
TCGA-A8-A0AD-01A	TCGA-A8-A0AD-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	C257A263-400C-4213-A4B9-5A1E4B14AC0B
TCGA-A8-A0AD-01A	TCGA-A8-A0AD-01A-11X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	875DD695-BEBC-4B6F-A855-27F767024BCD
TCGA-A8-A0AD-10A	TCGA-A8-A0AD-10A-01D	2.00	20.01	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	00ae30d1-f0ae-4541-90c5-2d59945b1aa3
TCGA-A8-A0AD-10A	TCGA-A8-A0AD-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A8E76DEF-5771-493E-A1BA-42F8B1F728F7
TCGA-A8-A0AD-10A	TCGA-A8-A0AD-10A-01X	[Not Available]	[Not Available]	Repli-G X (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	X	19DCA808-2271-4273-A3DA-C0E408567FE5
TCGA-AC-A23C-01A	TCGA-AC-A23C-01A-12D	1.86	28.04	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	99a1e7ed-9fcb-49d1-aee2-f2d1c8ea62eb
TCGA-AC-A23C-01A	TCGA-AC-A23C-01A-12R	1.77	21.86	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	a9829f48-79a7-4858-a1d4-9e0840130437
TCGA-AC-A23C-01A	TCGA-AC-A23C-01A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	C2DC4051-8015-4C51-861B-10A0FEA0C745
TCGA-AC-A23C-10A	TCGA-AC-A23C-10A-01D	1.85	43.15	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	9cfac52d-392d-4a76-af22-78c4b0f77be5
TCGA-AC-A23C-10A	TCGA-AC-A23C-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	4865A100-DE9A-49A1-B63A-825AB63887CC
TCGA-AC-A23E-01A	TCGA-AC-A23E-01A-11D	1.91	22.85	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f5e86fbc-725e-4af0-b2dd-f0f31d5faaa9
TCGA-AC-A23E-01A	TCGA-AC-A23E-01A-11R	1.86	18.48	RNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	8956615a-f20b-4b37-919d-50988d16a4e2
TCGA-AC-A23E-01A	TCGA-AC-A23E-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	B1C8433F-9171-4C3F-BEE5-DDF26D01DA13
TCGA-AC-A23E-10A	TCGA-AC-A23E-10A-01D	1.91	40.67	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	01aee434-3634-485a-869e-4ae1033fae4c
TCGA-AC-A23E-10A	TCGA-AC-A23E-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9E93A1FE-9ABA-406E-ABE6-508445316B03
TCGA-AC-A23G-01A	TCGA-AC-A23G-01A-11D	1.83	16.13	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	8E68CE26-5252-46AD-B4B9-3EEB3518398B
TCGA-AC-A23G-01A	TCGA-AC-A23G-01A-11R	1.89	14.64	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	6A449CF6-FE6B-4277-B3EF-9E9470603462
TCGA-AC-A23G-01A	TCGA-AC-A23G-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	27586710-8D81-4A30-918F-FD6862625C49
TCGA-AC-A23G-11A	TCGA-AC-A23G-11A-12D	2.32	10.56	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	446F98D7-6950-4160-912F-B7423F0036B6
TCGA-AC-A23G-11A	TCGA-AC-A23G-11A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	7457664B-93F8-421C-B4AC-F96D3D8813EB
TCGA-AC-A23H-01A	TCGA-AC-A23H-01A-11D	1.83	34.44	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	dad373d7-92b2-486d-85be-e613e16e9721
TCGA-AC-A23H-01A	TCGA-AC-A23H-01A-11R	1.62	38.33	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	dcd279f1-7e30-4c1a-b159-d4ff64cb4fff
TCGA-AC-A23H-01A	TCGA-AC-A23H-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	E02E469A-3CAD-470B-9B37-347BDA0A1915
TCGA-AC-A23H-11A	TCGA-AC-A23H-11A-12D	1.98	17.44	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	ad080292-1cfd-46c9-92b2-7d827c39c6bd
TCGA-AC-A23H-11A	TCGA-AC-A23H-11A-12R	1.94	8.38	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	865fb2ae-8604-4b36-b8b7-496f1f88a23b
TCGA-AC-A23H-11A	TCGA-AC-A23H-11A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	5C753AD2-BDD1-4273-9926-89144023E6F0
TCGA-AC-A2B8-01A	TCGA-AC-A2B8-01A-11D	2.08	28.42	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	A9FC40ED-BF69-4F4F-9C3B-FDD0E08F0CF0
TCGA-AC-A2B8-01A	TCGA-AC-A2B8-01A-11R	1.71	22.32	RNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	4B2C5035-2DD2-476D-BC10-80175DF876F7
TCGA-AC-A2B8-01A	TCGA-AC-A2B8-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9B6B938B-07ED-4BBF-901B-A512FA603D56
TCGA-AC-A2B8-10A	TCGA-AC-A2B8-10A-01D	1.86	65.92	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	CFBB81A4-C2A7-4DB5-B33A-54F6E1981267
TCGA-AC-A2B8-10A	TCGA-AC-A2B8-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	B16F93BA-46EB-4383-8D9B-52A17332913D
TCGA-AC-A2FB-01A	TCGA-AC-A2FB-01A-11D	[Not Available]	20.62	DNA	0.19	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	AE8960E8-69E2-4AAE-A359-7A64B06C266A
TCGA-AC-A2FB-01A	TCGA-AC-A2FB-01A-11R	1.82	10.87	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	0A1C25C6-99C9-405A-BC41-FAC8DB6043A2
TCGA-AC-A2FB-01A	TCGA-AC-A2FB-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	5BBA0DD6-5EFD-42FD-AA23-2E4AD3C17122
TCGA-AC-A2FB-11A	TCGA-AC-A2FB-11A-13D	[Not Available]	15.96	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	4146CA8B-03A4-490C-9FB3-F19A6462EA52
TCGA-AC-A2FB-11A	TCGA-AC-A2FB-11A-13R	1.84	6.72	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	25F719DB-D93B-49B8-9C23-D4D3B0837B39
TCGA-AC-A2FB-11A	TCGA-AC-A2FB-11A-13W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9EAB1206-AE27-4CD1-8354-FAA6DC52DF18
TCGA-AC-A2FE-01A	TCGA-AC-A2FE-01A-11D	[Not Available]	16.14	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	857440E4-EC04-4F06-BBFA-CEF321A369B8
TCGA-AC-A2FE-01A	TCGA-AC-A2FE-01A-11R	2.02	11.00	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	74F8FA5F-0A8E-446D-A5C1-C5436B56F687
TCGA-AC-A2FE-01A	TCGA-AC-A2FE-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D2D4B9C3-F852-4B5E-86CE-623BBEF1E187
TCGA-AC-A2FE-11B	TCGA-AC-A2FE-11B-22D	[Not Available]	8.67	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	062205B3-4DFE-42C3-A440-833B658A4BF3
TCGA-AC-A2FE-11B	TCGA-AC-A2FE-11B-22W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	DBA33745-6C03-4ED0-89EC-2F5E8586D199
TCGA-AC-A2FF-01A	TCGA-AC-A2FF-01A-11D	[Not Available]	12.28	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	DCCD4A48-1D24-4B9F-A425-7AD053269FB0
TCGA-AC-A2FF-01A	TCGA-AC-A2FF-01A-11R	1.98	13.73	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	C3B77714-B6E8-4B25-9B07-E051693D8457
TCGA-AC-A2FF-01A	TCGA-AC-A2FF-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	8DFBE168-7EE4-4573-8CD0-34C7EB607BC9
TCGA-AC-A2FF-11A	TCGA-AC-A2FF-11A-13D	[Not Available]	23.14	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	D515A818-18BA-4476-9579-5799B5C9EE4D
TCGA-AC-A2FF-11A	TCGA-AC-A2FF-11A-13R	2.00	15.09	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	90825B3C-65CF-4AB0-A9B1-3ED8B4BD0B3F
TCGA-AC-A2FF-11A	TCGA-AC-A2FF-11A-13W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	D61F1D79-5033-4DD5-842C-C3F1DC4F8EF7
TCGA-AC-A2FG-01A	TCGA-AC-A2FG-01A-11D	[Not Available]	16.74	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	49A0D282-6607-4DAD-B1C3-DD96D835A2F7
TCGA-AC-A2FG-01A	TCGA-AC-A2FG-01A-11R	1.83	5.20	RNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	9631E040-1E98-496B-9C63-D9703378383C
TCGA-AC-A2FG-01A	TCGA-AC-A2FG-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	8765D850-95CC-4F48-881B-75D8B9FB82C3
TCGA-AC-A2FG-11A	TCGA-AC-A2FG-11A-22D	[Not Available]	13.95	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	AF6DDECA-F0AA-4A19-83BF-D470C47E91C1
TCGA-AC-A2FG-11A	TCGA-AC-A2FG-11A-22W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	7CF9BC8F-E5D4-4901-90E4-0DAC57731A11
TCGA-AC-A2FK-01A	TCGA-AC-A2FK-01A-12D	[Not Available]	16.56	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	C10381AC-8B2B-4B7F-BCEA-A4F77E9FCBD6
TCGA-AC-A2FK-01A	TCGA-AC-A2FK-01A-12R	1.75	9.50	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	61AA148B-040E-470A-A8B6-76E695D328C6
TCGA-AC-A2FK-01A	TCGA-AC-A2FK-01A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	0A605B6A-9B84-4D52-B16D-7D1C99173160
TCGA-AC-A2FK-11A	TCGA-AC-A2FK-11A-22D	[Not Available]	5.37	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	CA5387B1-7268-4486-A7B3-6E10F9E29A2F
TCGA-AC-A2FK-11A	TCGA-AC-A2FK-11A-22W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9E7F10C0-F28A-4B05-B911-446BA26E9738
TCGA-AC-A2FM-01A	TCGA-AC-A2FM-01A-11D	[Not Available]	37.72	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	009AFEA7-BC7E-4B20-8A97-5DBDD46F790A
TCGA-AC-A2FM-01A	TCGA-AC-A2FM-01A-11R	1.85	17.40	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	05EA201A-A401-43EA-816F-CCEDD81E2249
TCGA-AC-A2FM-01A	TCGA-AC-A2FM-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	1C3B40E7-BD35-44CF-AA07-0FEC72DD617B
TCGA-AC-A2FM-11B	TCGA-AC-A2FM-11B-32D	[Not Available]	18.14	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	090AC6F0-EF56-4CF0-9D28-502126733B95
TCGA-AC-A2FM-11B	TCGA-AC-A2FM-11B-32R	1.44	8.25	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	5CC9B095-371F-44A8-9108-9E8ED49175FD
TCGA-AC-A2FM-11B	TCGA-AC-A2FM-11B-32W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	7D530FA4-D01C-4656-A1B4-5D8ECEFE25D0
TCGA-AC-A2FO-01A	TCGA-AC-A2FO-01A-11D	[Not Available]	14.32	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	4D1295FB-1D56-49D8-9633-9E9A21F3D261
TCGA-AC-A2FO-01A	TCGA-AC-A2FO-01A-11R	1.78	7.50	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	B2019162-D1EF-48F3-B8AD-543066D8D418
